,Predicted
683,1
684,6
685,2
686,6
687,1
688,6
689,5
690,0
691,1
692,6
693,1
694,9
695,9
696,8
697,7
698,3
699,6
700,6
701,5
702,9
703,4
704,9
705,1
706,1
707,3
708,1
709,9
710,1
711,9
712,9
713,9
714,1
715,6
716,1
717,9
718,1
719,9
720,0
721,9
722,6
723,9
724,0
725,9
726,3
727,1
728,4
729,0
730,4
731,1
732,1
733,1
734,1
735,2
736,9
737,5
738,3
739,1
740,2
741,9
742,1
743,1
744,6
745,9
746,9
747,8
748,9
749,6
750,9
751,0
752,4
753,1
754,9
755,9
756,9
757,9
758,1
759,9
760,2
761,9
762,0
763,8
764,2
765,1
766,6
767,9
768,3
769,3
770,2
771,9
772,1
773,8
774,3
775,4
776,8
777,1
778,6
779,0
780,0
781,9
782,2
783,9
784,2
785,5
786,6
787,1
788,2
789,6
790,9
791,9
792,0
793,9
794,9
795,2
796,1
797,1
798,6
799,6
800,9
801,2
802,1
803,1
804,9
805,6
806,9
807,4
808,1
809,1
810,8
811,9
812,1
813,6
814,0
815,3
816,9
817,9
818,4
819,7
820,1
821,1
822,4
823,1
824,1
825,9
826,4
827,9
828,9
829,9
830,6
831,9
832,8
833,5
834,2
835,1
836,2
837,6
838,4
839,9
840,3
841,9
842,2
843,1
844,9
845,9
846,9
847,1
848,1
849,1
850,1
851,6
852,5
853,3
854,4
855,1
856,7
857,6
858,0
859,9
860,6
861,1
862,8
863,9
864,4
865,3
866,5
867,0
868,3
869,6
870,9
871,5
872,9
873,6
874,4
875,0
876,2
877,3
878,5
879,1
880,4
881,4
882,2
883,6
884,4
885,1
886,7
887,1
888,1
889,1
890,1
891,7
892,9
893,4
894,9
895,9
896,7
897,2
898,3
899,7
900,7
901,9
902,4
903,4
904,3
905,9
906,2
907,9
908,0
909,9
910,1
911,5
912,0
913,2
914,2
915,4
916,3
917,9
918,1
919,4
920,9
921,2
922,0
923,1
924,4
925,7
926,2
927,0
928,1
929,4
930,9
931,6
932,1
933,0
934,1
935,9
936,6
937,6
938,4
939,9
940,9
941,9
942,0
943,9
944,0
945,1
946,8
947,4
948,1
949,1
950,8
951,9
952,9
953,6
954,6
955,9
956,9
957,1
958,0
959,1
960,5
961,5
962,9
963,9
964,9
965,1
966,9
967,0
968,5
969,6
970,9
971,9
972,3
973,9
974,9
975,6
976,0
977,9
978,1
979,9
980,6
981,9
982,1
983,4
984,1
985,2
986,0
987,9
988,6
989,9
990,1
991,9
992,1
993,4
994,1
995,5
996,3
997,9
998,1
999,2
1000,6
1001,5
1002,5
1003,0
1004,7
1005,9
1006,6
1007,9
1008,8
1009,0
1010,2
1011,1
1012,9
1013,9
1014,1
1015,2
1016,3
1017,6
1018,0
1019,5
1020,6
1021,1
1022,3
1023,2
1024,3
1025,1
1026,1
1027,9
1028,2
1029,8
1030,4
1031,9
1032,9
1033,0
1034,9
1035,5
1036,8
1037,9
1038,1
1039,3
1040,1
1041,0
1042,2
1043,9
1044,3
1045,3
1046,1
1047,8
1048,0
1049,2
1050,1
1051,9
1052,9
1053,1
1054,1
1055,1
1056,9
1057,5
1058,2
1059,8
1060,2
1061,6
1062,1
1063,2
1064,5
1065,9
1066,1
1067,6
1068,2
1069,0
1070,5
1071,4
1072,3
1073,1
1074,9
1075,1
1076,7
1077,3
1078,0
1079,9
1080,0
1081,6
1082,9
1083,9
1084,9
1085,4
1086,3
1087,1
1088,5
1089,2
1090,6
1091,7
1092,1
1093,2
1094,2
1095,9
1096,3
1097,5
1098,5
1099,6
1100,4
1101,9
1102,9
1103,2
1104,9
1105,1
1106,6
1107,1
1108,4
1109,5
1110,1
1111,1
1112,0
1113,1
1114,1
1115,2
1116,4
1117,4
1118,5
1119,0
1120,4
1121,9
1122,9
1123,4
1124,9
1125,4
1126,9
1127,4
1128,9
1129,5
1130,9
1131,2
1132,9
1133,1
1134,1
1135,2
1136,4
1137,1
1138,6
1139,0
1140,5
1141,3
1142,1
1143,3
1144,7
1145,9
1146,1
1147,3
1148,9
1149,3
1150,1
1151,3
1152,5
1153,0
1154,7
1155,1
1156,9
1157,5
1158,2
1159,9
1160,9
1161,5
1162,5
1163,9
1164,2
1165,9
1166,4
1167,6
1168,1
1169,9
1170,1
1171,9
1172,1
1173,1
1174,9
1175,6
1176,6
1177,9
1178,1
1179,6
1180,9
1181,1
1182,6
1183,1
1184,2
1185,5
1186,9
1187,6
1188,7
1189,6
1190,0
1191,1
1192,6
1193,1
1194,4
1195,3
1196,9
1197,5
1198,7
1199,5
1200,6
1201,9
1202,3
1203,1
1204,7
1205,6
1206,3
1207,1
1208,9
1209,5
1210,6
1211,1
1212,8
1213,3
1214,7
1215,9
1216,6
1217,9
1218,4
1219,1
1220,9
1221,9
1222,7
1223,1
1224,6
1225,9
1226,1
1227,1
1228,2
1229,5
1230,1
1231,2
1232,4
1233,4
1234,4
1235,5
1236,0
1237,9
1238,2
1239,5
1240,9
1241,1
1242,9
1243,1
1244,6
1245,8
1246,9
1247,8
1248,9
1249,3
1250,5
1251,2
1252,6
1253,1
1254,3
1255,2
1256,9
1257,6
1258,2
1259,9
1260,1
1261,4
1262,3
1263,5
1264,3
1265,3
1266,1
1267,1
1268,6
1269,1
1270,1
1271,3
1272,0
1273,9
1274,1
1275,0
1276,1
1277,9
1278,1
1279,2
1280,1
1281,1
1282,0
1283,7
1284,6
1285,4
1286,0
1287,0
1288,9
1289,9
1290,4
1291,6
1292,6
1293,2
1294,1
1295,3
1296,4
1297,1
1298,9
1299,4
1300,3
1301,1
1302,1
1303,2
1304,1
1305,6
1306,8
1307,6
1308,9
1309,5
1310,1
1311,2
1312,4
1313,5
1314,5
1315,6
1316,3
1317,1
1318,1
1319,3
1320,7
1321,6
1322,6
1323,3
1324,9
1325,5
1326,5
1327,4
1328,1
1329,0
1330,9
1331,6
1332,1
1333,7
1334,5
1335,1
1336,5
1337,9
1338,3
1339,0
1340,8
1341,5
1342,2
1343,1
1344,1
1345,1
1346,4
1347,0
1348,2
1349,6
1350,2
1351,0
1352,1
1353,1
1354,9
1355,4
1356,1
1357,1
1358,3
1359,7
1360,9
1361,3
1362,1
1363,2
1364,6
1365,3
1366,4
1367,9
1368,1
1369,1
1370,9
1371,6
1372,9
1373,6
1374,1
1375,7
1376,9
1377,5
1378,6
1379,1
1380,1
1381,1
1382,6
1383,9
1384,1
1385,1
1386,9
1387,1
1388,2
1389,3
1390,1
1391,1
1392,4
1393,6
1394,9
1395,9
1396,9
1397,5
1398,9
1399,5
1400,9
1401,9
1402,1
1403,5
1404,0
1405,9
1406,9
1407,7
1408,9
1409,0
1410,5
1411,9
1412,2
1413,0
1414,2
1415,0
1416,2
1417,1
1418,1
1419,4
1420,1
1421,5
1422,1
1423,2
1424,1
1425,6
1426,1
1427,0
1428,6
1429,5
1430,9
1431,0
1432,1
1433,1
1434,1
1435,4
1436,0
1437,1
1438,1
1439,0
1440,9
1441,9
1442,1
1443,5
1444,2
1445,8
1446,4
1447,6
1448,9
1449,5
1450,1
1451,9
1452,6
1453,2
1454,2
1455,1
1456,3
1457,3
1458,9
1459,6
1460,3
1461,9
1462,3
1463,1
1464,5
1465,9
1466,1
1467,1
1468,6
1469,1
1470,9
1471,9
1472,6
1473,9
1474,5
1475,4
1476,1
1477,6
1478,0
1479,3
1480,6
1481,9
1482,3
1483,1
1484,9
1485,9
1486,1
1487,9
1488,1
1489,1
1490,4
1491,0
1492,1
1493,1
1494,1
1495,2
1496,2
1497,3
1498,8
1499,5
1500,9
1501,1
1502,9
1503,9
1504,1
1505,0
1506,2
1507,6
1508,3
1509,1
1510,7
1511,8
1512,9
1513,9
1514,9
1515,6
1516,3
1517,9
1518,3
1519,9
1520,5
1521,6
1522,9
1523,1
1524,9
1525,9
1526,3
1527,9
1528,1
1529,9
1530,3
1531,6
1532,3
1533,9
1534,5
1535,2
1536,3
1537,1
1538,6
1539,9
1540,1
1541,8
1542,7
1543,6
1544,3
1545,9
1546,5
1547,5
1548,9
1549,6
1550,0
1551,9
1552,9
1553,1
1554,2
1555,1
1556,9
1557,9
1558,8
1559,3
1560,1
1561,0
1562,8
1563,3
1564,6
1565,1
1566,9
1567,1
1568,8
1569,0
1570,3
1571,5
1572,1
1573,1
1574,5
1575,5
1576,1
1577,7
1578,2
1579,1
1580,9
1581,9
1582,6
1583,9
1584,3
1585,9
1586,5
1587,0
1588,1
1589,1
1590,1
1591,1
1592,2
1593,7
1594,5
1595,9
1596,9
1597,0
1598,0
1599,5
1600,1
1601,1
1602,1
1603,1
1604,9
1605,3
1606,1
1607,1
1608,9
1609,1
1610,9
1611,1
1612,2
1613,4
1614,0
1615,1
1616,1
1617,1
1618,4
1619,3
1620,1
1621,9
1622,9
1623,0
1624,8
1625,8
1626,8
1627,6
1628,1
1629,9
1630,4
1631,3
1632,1
1633,3
1634,1
1635,1
1636,1
1637,3
1638,9
1639,3
1640,8
1641,1
1642,9
1643,6
1644,6
1645,2
1646,9
1647,3
1648,3
1649,1
1650,6
1651,1
1652,4
1653,1
1654,9
1655,5
1656,9
1657,1
1658,9
1659,5
1660,1
1661,8
1662,2
1663,3
1664,9
1665,9
1666,2
1667,1
1668,9
1669,0
1670,3
1671,9
1672,2
1673,0
1674,9
1675,3
1676,3
1677,1
1678,1
1679,6
1680,5
1681,1
1682,1
1683,9
1684,9
1685,1
1686,4
1687,6
1688,4
1689,6
1690,1
1691,1
1692,9
1693,6
1694,1
1695,6
1696,1
1697,4
1698,2
1699,6
1700,5
1701,1
1702,9
1703,3
1704,1
1705,1
1706,5
1707,9
1708,9
1709,0
1710,3
1711,9
1712,1
1713,9
1714,1
1715,5
1716,3
1717,1
1718,1
1719,1
1720,5
1721,6
1722,4
1723,1
1724,1
1725,9
1726,1
1727,4
1728,3
1729,5
1730,6
1731,1
1732,9
1733,4
1734,9
1735,1
1736,6
1737,2
1738,9
1739,1
1740,6
1741,6
1742,9
1743,2
1744,9
1745,6
1746,3
1747,6
1748,0
1749,5
1750,3
1751,1
1752,4
1753,1
1754,9
1755,4
1756,9
1757,6
1758,9
1759,9
1760,3
1761,9
1762,1
1763,1
1764,1
1765,9
1766,3
1767,9
1768,1
1769,0
1770,1
1771,3
1772,1
1773,7
1774,0
1775,5
1776,9
1777,1
1778,9
1779,1
1780,9
1781,4
1782,5
1783,8
1784,3
1785,4
1786,6
1787,1
1788,0
1789,0
1790,5
1791,8
1792,2
1793,8
1794,1
1795,2
1796,1
1797,0
1798,2
1799,3
1800,6
1801,1
1802,1
1803,9
1804,9
1805,1
1806,1
1807,9
1808,3
1809,8
1810,1
1811,5
1812,0
1813,9
1814,6
1815,1
1816,1
1817,1
1818,9
1819,5
1820,6
1821,5
1822,5
1823,1
1824,2
1825,5
1826,1
1827,1
1828,6
1829,2
1830,6
1831,3
1832,9
1833,9
1834,1
1835,5
1836,5
1837,9
1838,9
1839,6
1840,9
1841,9
1842,1
1843,6
1844,6
1845,3
1846,1
1847,2
1848,3
1849,4
1850,2
1851,0
1852,4
1853,1
1854,9
1855,1
1856,9
1857,9
1858,2
1859,4
1860,9
1861,6
1862,3
1863,0
1864,9
1865,1
1866,1
1867,1
1868,1
1869,1
1870,4
1871,5
1872,9
1873,1
1874,4
1875,1
1876,7
1877,9
1878,2
1879,5
1880,8
1881,4
1882,1
1883,9
1884,1
1885,1
1886,1
1887,9
1888,7
1889,9
1890,2
1891,9
1892,6
1893,6
1894,8
1895,1
1896,7
1897,1
1898,0
1899,1
1900,9
1901,9
1902,1
1903,1
1904,2
1905,9
1906,7
1907,1
1908,5
1909,7
1910,6
1911,9
1912,1
1913,6
1914,9
1915,9
1916,9
1917,9
1918,3
1919,5
1920,9
1921,1
1922,9
1923,6
1924,5
1925,9
1926,2
1927,2
1928,6
1929,1
1930,9
1931,2
1932,2
1933,9
1934,6
1935,1
1936,9
1937,9
1938,7
1939,2
1940,9
1941,1
1942,9
1943,9
1944,1
1945,1
1946,9
1947,6
1948,1
1949,1
1950,9
1951,1
1952,9
1953,9
1954,1
1955,3
1956,9
1957,3
1958,1
1959,5
1960,9
1961,9
1962,3
1963,9
1964,6
1965,0
1966,2
1967,6
1968,2
1969,2
1970,3
1971,1
1972,3
1973,9
1974,9
1975,0
1976,3
1977,8
1978,9
1979,1
1980,0
1981,0
1982,0
1983,2
1984,1
1985,3
1986,2
1987,6
1988,1
1989,4
1990,6
1991,2
1992,5
1993,6
1994,3
1995,5
1996,5
1997,2
1998,9
1999,1
2000,5
2001,9
2002,6
2003,8
2004,8
2005,1
2006,9
2007,6
2008,1
2009,0
2010,9
2011,6
2012,1
2013,0
2014,8
2015,9
2016,9
2017,1
2018,8
2019,1
2020,5
2021,8
2022,8
2023,9
2024,4
2025,3
2026,7
2027,9
2028,4
2029,1
2030,7
2031,9
2032,5
2033,3
2034,7
2035,9
2036,1
2037,6
2038,3
2039,4
2040,5
2041,0
2042,3
2043,4
2044,2
2045,1
2046,9
2047,6
2048,9
2049,0
2050,1
2051,1
2052,9
2053,3
2054,2
2055,1
2056,7
2057,1
2058,2
2059,5
2060,2
2061,9
2062,5
2063,9
2064,8
2065,1
2066,1
2067,9
2068,5
2069,0
2070,5
2071,1
2072,5
2073,8
2074,6
2075,9
2076,6
2077,7
2078,9
2079,3
2080,9
2081,1
2082,9
2083,2
2084,1
2085,0
2086,9
2087,5
2088,2
2089,8
2090,1
2091,8
2092,1
2093,6
2094,9
2095,9
2096,9
2097,2
2098,9
2099,3
2100,5
2101,9
2102,7
2103,6
2104,1
2105,2
2106,9
2107,1
2108,3
2109,9
2110,3
2111,1
2112,3
2113,5
2114,9
2115,2
2116,9
2117,1
2118,9
2119,0
2120,7
2121,4
2122,9
2123,6
2124,3
2125,9
2126,1
2127,6
2128,0
2129,6
2130,9
2131,6
2132,5
2133,9
2134,2
2135,9
2136,6
2137,4
2138,4
2139,6
2140,9
2141,6
2142,1
2143,1
2144,2
2145,5
2146,3
2147,9
2148,5
2149,0
2150,6
2151,0
2152,5
2153,1
2154,0
2155,1
2156,3
2157,1
2158,2
2159,1
2160,6
2161,3
2162,7
2163,8
2164,6
2165,4
2166,1
2167,3
2168,0
2169,3
2170,5
2171,1
2172,3
2173,5
2174,0
2175,3
2176,9
2177,4
2178,1
2179,3
2180,9
2181,1
2182,3
2183,6
2184,2
2185,2
2186,5
2187,1
2188,8
2189,0
2190,5
2191,4
2192,1
2193,6
2194,4
2195,6
2196,9
2197,4
2198,9
2199,1
2200,3
2201,1
2202,0
2203,2
2204,6
2205,1
2206,6
2207,9
2208,5
2209,3
2210,9
2211,1
2212,1
2213,9
2214,1
2215,5
2216,1
2217,5
2218,6
2219,4
2220,9
2221,9
2222,3
2223,4
2224,2
2225,4
2226,9
2227,3
2228,1
2229,1
2230,6
2231,9
2232,8
2233,3
2234,6
2235,8
2236,6
2237,9
2238,1
2239,2
2240,9
2241,3
2242,1
2243,1
2244,9
2245,4
2246,9
2247,4
2248,2
2249,5
2250,3
2251,1
2252,9
2253,9
2254,0
2255,6
2256,1
2257,9
2258,1
2259,9
2260,9
2261,7
2262,4
2263,1
2264,2
2265,9
2266,2
2267,3
2268,2
2269,0
2270,6
2271,9
2272,1
2273,7
2274,3
2275,5
2276,1
2277,3
2278,1
2279,9
2280,7
2281,6
2282,1
2283,1
2284,6
2285,9
2286,1
2287,1
2288,7
2289,9
2290,8
2291,8
2292,1
2293,4
2294,3
2295,4
2296,4
2297,1
2298,1
2299,3
2300,3
2301,3
2302,9
2303,4
2304,7
2305,3
2306,5
2307,5
2308,4
2309,9
2310,5
2311,6
2312,2
2313,1
2314,4
2315,1
2316,9
2317,1
2318,7
2319,9
2320,2
2321,5
2322,9
2323,8
2324,9
2325,1
2326,2
2327,1
2328,1
2329,9
2330,8
2331,2
2332,9
2333,5
2334,9
2335,7
2336,3
2337,4
2338,4
2339,4
2340,5
2341,5
2342,2
2343,2
2344,1
2345,0
2346,1
2347,9
2348,9
2349,2
2350,0
2351,2
2352,2
2353,3
2354,5
2355,5
2356,0
2357,3
2358,9
2359,6
2360,9
2361,1
2362,4
2363,4
2364,0
2365,9
2366,3
2367,4
2368,1
2369,9
2370,3
2371,9
2372,9
2373,1
2374,2
2375,3
2376,6
2377,9
2378,1
2379,4
2380,6
2381,2
2382,1
2383,9
2384,1
2385,9
2386,9
2387,9
2388,1
2389,5
2390,6
2391,2
2392,6
2393,9
2394,9
2395,1
2396,9
2397,9
2398,8
2399,2
2400,6
2401,9
2402,2
2403,6
2404,1
2405,4
2406,9
2407,8
2408,9
2409,4
2410,1
2411,2
2412,6
2413,5
2414,0
2415,1
2416,6
2417,9
2418,0
2419,9
2420,4
2421,9
2422,9
2423,2
2424,1
2425,0
2426,9
2427,1
2428,9
2429,3
2430,1
2431,2
2432,9
2433,1
2434,6
2435,2
2436,6
2437,3
2438,2
2439,9
2440,9
2441,4
2442,1
2443,1
2444,0
2445,1
2446,0
2447,1
2448,9
2449,1
2450,1
2451,1
2452,1
2453,0
2454,7
2455,1
2456,1
2457,1
2458,1
2459,1
2460,0
2461,9
2462,4
2463,1
2464,6
2465,9
2466,9
2467,1
2468,3
2469,1
2470,9
2471,5
2472,9
2473,1
2474,9
2475,9
2476,1
2477,6
2478,8
2479,6
2480,1
2481,6
2482,4
2483,4
2484,1
2485,2
2486,7
2487,5
2488,7
2489,1
2490,6
2491,1
2492,3
2493,5
2494,5
2495,1
2496,7
2497,0
2498,1
2499,9
2500,2
2501,7
2502,1
2503,0
2504,7
2505,2
2506,2
2507,1
2508,9
2509,8
2510,9
2511,9
2512,4
2513,9
2514,1
2515,2
2516,3
2517,5
2518,8
2519,8
2520,3
2521,2
2522,9
2523,6
2524,5
2525,9
2526,8
2527,9
2528,9
2529,2
2530,7
2531,1
2532,9
2533,9
2534,4
2535,1
2536,1
2537,1
2538,5
2539,2
2540,1
2541,4
2542,9
2543,0
2544,3
2545,1
2546,9
2547,0
2548,9
2549,1
2550,6
2551,9
2552,1
2553,1
2554,6
2555,6
2556,2
2557,2
2558,6
2559,4
2560,1
2561,8
2562,9
2563,9
2564,2
2565,1
2566,9
2567,1
2568,9
2569,0
2570,1
2571,9
2572,1
2573,3
2574,0
2575,0
2576,6
2577,3
2578,4
2579,5
2580,4
2581,3
2582,9
2583,9
2584,1
2585,4
2586,1
2587,6
2588,1
2589,0
2590,1
2591,1
2592,9
2593,9
2594,6
2595,9
2596,6
2597,9
2598,6
2599,0
2600,1
2601,9
2602,9
2603,3
2604,1
2605,6
2606,9
2607,0
2608,1
2609,9
2610,7
2611,4
2612,1
2613,9
2614,1
2615,6
2616,8
2617,2
2618,2
2619,1
2620,3
2621,1
2622,0
2623,7
2624,1
2625,0
2626,8
2627,6
2628,6
2629,2
2630,9
2631,0
2632,6
2633,2
2634,1
2635,3
2636,9
2637,7
2638,6
2639,7
2640,9
2641,5
2642,1
2643,1
2644,1
2645,5
2646,2
2647,1
2648,0
2649,5
2650,3
2651,4
2652,1
2653,3
2654,7
2655,1
2656,1
2657,3
2658,9
2659,3
2660,5
2661,4
2662,0
2663,5
2664,1
2665,1
2666,9
2667,3
2668,5
2669,3
2670,1
2671,1
2672,5
2673,1
2674,0
2675,9
2676,1
2677,1
2678,1
2679,1
2680,1
2681,9
2682,8
2683,9
2684,4
2685,0
2686,0
2687,1
2688,3
2689,2
2690,7
2691,3
2692,1
2693,9
2694,3
2695,9
2696,3
2697,1
2698,2
2699,9
2700,5
2701,9
2702,1
2703,9
2704,6
2705,4
2706,4
2707,1
2708,2
2709,0
2710,0
2711,9
2712,5
2713,6
2714,4
2715,4
2716,9
2717,4
2718,3
2719,5
2720,1
2721,8
2722,1
2723,1
2724,1
2725,6
2726,5
2727,6
2728,9
2729,9
2730,1
2731,1
2732,9
2733,9
2734,6
2735,9
2736,1
2737,3
2738,7
2739,0
2740,1
2741,6
2742,3
2743,9
2744,1
2745,6
2746,9
2747,9
2748,1
2749,9
2750,1
2751,1
2752,1
2753,4
2754,5
2755,4
2756,0
2757,1
2758,2
2759,3
2760,1
2761,0
2762,2
2763,9
2764,1
2765,5
2766,9
2767,3
2768,9
2769,1
2770,9
2771,4
2772,3
2773,0
2774,6
2775,1
2776,4
2777,9
2778,9
2779,1
2780,7
2781,5
2782,0
2783,9
2784,2
2785,7
2786,9
2787,7
2788,5
2789,1
2790,5
2791,9
2792,3
2793,4
2794,6
2795,9
2796,9
2797,9
2798,2
2799,3
2800,3
2801,9
2802,2
2803,2
2804,7
2805,1
2806,1
2807,4
2808,7
2809,9
2810,2
2811,2
2812,9
2813,1
2814,7
2815,3
2816,1
2817,1
2818,9
2819,9
2820,1
2821,9
2822,1
2823,9
2824,1
2825,9
2826,2
2827,9
2828,2
2829,9
2830,9
2831,9
2832,9
2833,6
2834,9
2835,9
2836,6
2837,1
2838,5
2839,5
2840,6
2841,1
2842,1
2843,1
2844,0
2845,9
2846,9
2847,1
2848,6
2849,2
2850,3
2851,4
2852,3
2853,9
2854,2
2855,4
2856,0
2857,1
2858,7
2859,9
2860,2
2861,9
2862,3
2863,3
2864,7
2865,1
2866,2
2867,0
2868,1
2869,6
2870,1
2871,8
2872,9
2873,9
2874,6
2875,9
2876,6
2877,3
2878,0
2879,1
2880,9
2881,1
2882,0
2883,0
2884,1
2885,6
2886,2
2887,1
2888,6
2889,4
2890,2
2891,1
2892,1
2893,9
2894,9
2895,3
2896,9
2897,2
2898,9
2899,1
2900,4
2901,1
2902,1
2903,9
2904,1
2905,0
2906,1
2907,2
2908,1
2909,2
2910,2
2911,1
2912,9
2913,3
2914,9
2915,5
2916,1
2917,8
2918,3
2919,1
2920,5
2921,2
2922,1
2923,4
2924,1
2925,5
2926,1
2927,4
2928,6
2929,1
2930,3
2931,6
2932,9
2933,9
2934,1
2935,0
2936,4
2937,4
2938,5
2939,9
2940,3
2941,3
2942,9
2943,9
2944,6
2945,4
2946,3
2947,8
2948,0
2949,0
2950,0
2951,9
2952,3
2953,1
2954,1
2955,3
2956,1
2957,9
2958,7
2959,3
2960,0
2961,1
2962,2
2963,4
2964,8
2965,9
2966,6
2967,9
2968,6
2969,3
2970,3
2971,1
2972,8
2973,0
2974,9
2975,2
2976,9
2977,9
2978,1
2979,9
2980,1
2981,9
2982,1
2983,9
2984,7
2985,1
2986,5
2987,9
2988,9
2989,4
2990,1
2991,2
2992,1
2993,5
2994,1
2995,0
2996,2
