,Predicted
336,20
337,6
338,15
339,10
340,7
341,8
342,9
343,1
344,12
345,0
346,13
347,6
348,5
349,21
350,2
351,16
352,18
353,15
354,20
355,9
356,16
357,14
358,23
359,14
360,8
361,25
362,17
363,4
364,15
365,5
366,0
367,17
368,6
369,14
370,25
371,22
372,23
373,17
374,18
375,24
376,0
377,15
378,15
379,15
380,10
381,1
382,25
383,9
384,10
385,12
386,6
387,8
388,10
389,12
390,1
391,14
392,14
393,20
394,11
395,6
396,2
397,2
398,9
399,0
400,19
401,21
402,11
403,21
404,4
405,0
406,6
407,17
408,19
409,8
410,7
411,20
412,16
413,18
414,18
415,0
416,8
417,13
418,14
419,25
420,17
421,2
422,23
423,1
424,13
425,8
426,19
427,24
428,23
429,22
430,8
431,19
432,0
433,10
434,20
435,3
436,14
437,0
438,15
439,1
440,5
441,25
442,2
443,23
444,10
445,2
446,18
447,9
448,18
449,11
450,21
451,1
452,18
453,9
454,10
455,10
456,23
457,5
458,2
459,4
460,14
461,13
462,19
463,5
464,24
465,11
466,17
467,15
468,14
469,19
470,2
471,12
472,15
473,22
474,9
475,0
476,15
477,8
478,25
479,6
480,13
481,11
482,10
483,10
484,19
485,22
486,12
487,7
488,3
489,25
490,14
491,18
492,2
493,0
494,7
495,21
496,15
497,22
498,11
499,3
500,3
501,11
502,24
503,21
504,14
505,10
506,7
507,18
508,0
509,13
510,10
511,3
512,0
513,5
514,23
515,8
516,21
517,14
518,0
519,12
520,15
521,10
522,0
523,20
524,9
525,20
526,17
527,9
528,22
529,12
530,8
531,24
532,9
533,9
534,10
535,16
536,9
537,1
538,11
539,14
540,15
541,13
542,7
543,2
544,19
545,18
546,17
547,8
548,4
549,4
550,19
551,0
552,1
553,18
554,11
555,8
556,0
557,5
558,8
559,18
560,6
561,3
562,2
563,2
564,0
565,8
566,11
567,21
568,9
569,12
570,17
571,10
572,19
573,25
574,25
575,23
576,14
577,19
578,9
579,1
580,2
581,0
582,22
583,20
584,13
585,4
586,4
587,17
588,17
589,7
590,23
591,6
592,11
593,14
594,9
595,25
596,10
597,23
598,25
599,25
600,1
601,8
602,0
603,15
604,4
605,1
606,11
607,1
608,22
609,4
610,14
611,13
612,13
613,24
614,6
615,12
616,2
617,6
618,18
619,0
620,0
621,15
622,14
623,11
624,4
625,2
626,21
627,21
628,2
629,0
630,0
631,16
632,6
633,11
634,7
635,23
636,11
637,20
638,16
639,24
640,2
641,21
642,20
643,16
644,13
645,1
646,20
647,24
648,8
649,22
650,12
651,10
652,13
653,10
654,15
655,19
656,24
657,0
658,13
659,18
660,20
661,19
662,6
663,24
664,9
665,18
666,20
667,3
668,22
669,1
670,5
671,10
672,4
673,18
674,0
675,0
676,16
677,5
678,8
679,23
680,9
681,8
682,13
683,14
684,22
685,0
686,10
687,17
688,3
689,24
690,9
691,8
692,14
693,11
694,2
695,24
696,0
697,12
698,10
699,22
700,17
701,15
702,5
703,3
704,9
705,0
706,5
707,13
708,5
709,14
710,6
711,2
712,0
713,22
714,18
715,17
716,1
717,12
718,11
719,25
720,8
721,13
722,9
723,7
724,22
725,0
726,15
727,8
728,9
729,6
730,18
731,6
732,1
733,17
734,13
735,10
736,8
737,20
738,18
739,5
740,9
741,20
742,10
743,20
744,22
745,4
746,21
747,8
748,0
749,6
750,22
751,8
752,4
753,11
754,3
755,10
756,14
757,24
758,7
759,12
760,9
761,22
762,21
763,9
764,14
765,11
766,5
767,2
768,18
769,8
770,3
771,22
772,25
773,23
774,17
775,13
776,16
777,23
778,0
779,19
780,3
781,2
782,11
783,1
784,16
785,18
786,18
787,20
788,19
789,16
790,13
791,19
792,6
793,7
794,16
795,1
796,9
797,16
798,24
799,6
800,6
801,11
802,15
803,7
804,25
805,0
806,15
807,22
808,9
809,10
810,1
811,16
812,6
813,10
814,13
815,23
816,10
817,11
818,0
819,6
820,7
821,21
822,10
823,5
824,18
825,6
826,0
827,23
828,6
829,1
830,15
831,10
832,15
833,19
834,19
835,25
836,17
837,16
838,17
839,4
840,11
841,17
842,24
843,6
844,17
845,23
846,5
847,13
848,5
849,3
850,7
851,8
852,16
853,10
854,17
855,20
856,0
857,20
858,21
859,19
860,0
861,3
862,17
863,15
864,19
865,13
866,20
867,17
868,15
869,20
870,19
871,2
872,24
873,20
874,16
875,11
876,7
877,8
878,16
879,6
880,16
881,0
882,10
883,16
884,23
885,23
886,17
887,2
888,21
889,15
890,1
891,9
892,10
893,5
894,2
895,18
896,1
897,21
898,6
899,3
900,22
901,11
902,17
903,10
904,18
905,14
906,1
907,11
908,8
909,9
910,5
911,4
912,20
913,5
914,14
915,3
916,17
917,16
918,24
919,18
920,13
921,16
922,22
923,8
924,16
925,16
926,22
927,8
928,25
929,21
930,0
931,3
932,25
933,5
934,10
935,13
936,10
937,2
938,22
939,1
940,5
941,17
942,0
943,10
944,3
945,2
946,8
947,8
948,9
949,10
950,10
951,14
952,24
953,0
954,17
955,16
956,9
957,0
958,7
959,13
960,13
961,3
962,8
963,25
964,25
965,12
966,8
967,25
968,0
969,4
970,17
971,16
972,1
973,16
974,22
975,9
976,18
977,20
978,6
979,15
980,4
981,6
982,13
983,23
984,16
985,14
986,4
987,15
988,9
989,11
990,19
991,24
992,7
993,15
994,11
995,6
996,15
997,22
998,18
999,13
1000,25
1001,12
1002,3
1003,6
1004,0
1005,17
1006,8
1007,2
1008,12
1009,23
1010,10
1011,5
1012,16
1013,16
1014,17
1015,7
1016,25
1017,13
1018,23
1019,21
1020,19
1021,10
1022,0
1023,19
1024,1
1025,24
1026,15
1027,8
1028,15
1029,14
1030,12
1031,1
1032,9
1033,8
1034,13
1035,11
1036,20
1037,0
1038,14
1039,13
1040,25
1041,8
1042,2
1043,1
1044,19
1045,19
1046,14
1047,2
1048,10
1049,22
1050,1
1051,10
1052,0
1053,0
1054,24
1055,8
1056,11
1057,25
1058,3
1059,19
1060,11
1061,0
1062,1
1063,0
1064,0
1065,10
1066,8
1067,24
1068,2
1069,6
1070,2
1071,8
1072,10
1073,19
1074,1
1075,3
1076,19
1077,23
1078,22
1079,0
1080,8
1081,0
1082,1
1083,25
1084,20
1085,22
1086,10
1087,5
1088,13
1089,5
1090,17
1091,2
1092,18
1093,16
1094,19
1095,10
1096,13
1097,20
1098,7
1099,11
1100,7
1101,17
1102,25
1103,14
1104,15
1105,2
1106,23
1107,21
1108,23
1109,25
1110,25
1111,12
1112,1
1113,19
1114,18
1115,2
1116,2
1117,17
1118,6
1119,2
1120,3
1121,13
1122,4
1123,0
1124,15
1125,24
1126,0
1127,10
1128,1
1129,5
1130,23
1131,8
1132,2
1133,6
1134,3
1135,1
1136,15
1137,1
1138,24
1139,1
1140,2
1141,3
1142,10
1143,19
1144,12
1145,25
1146,5
1147,14
1148,24
1149,22
1150,5
1151,4
1152,0
1153,13
1154,13
1155,23
1156,16
1157,7
1158,6
1159,18
1160,3
1161,6
1162,7
1163,14
1164,23
1165,15
1166,4
1167,12
1168,21
1169,25
1170,3
1171,2
1172,25
1173,15
1174,16
1175,24
1176,11
1177,10
1178,20
1179,13
1180,15
1181,17
1182,8
1183,22
1184,19
1185,21
1186,21
1187,8
1188,9
1189,3
1190,5
1191,8
1192,6
1193,6
1194,1
1195,3
1196,16
