,Predicted
697,1
698,9
699,9
700,4
701,5
702,7
703,1
704,9
705,2
706,8
707,8
708,7
709,5
710,5
711,5
712,9
713,4
714,9
715,4
716,1
717,1
718,9
719,8
720,8
721,1
722,1
723,5
724,9
725,9
726,9
727,8
728,0
729,9
730,0
731,1
732,8
733,9
734,4
735,9
736,6
737,9
738,1
739,9
740,6
741,1
742,8
743,8
744,4
745,9
746,1
747,0
748,5
749,9
750,0
751,8
752,4
753,9
754,0
755,1
756,1
757,1
758,0
759,5
760,5
761,1
762,5
763,4
764,1
765,1
766,4
767,4
768,2
769,5
770,9
771,0
772,1
773,9
774,9
775,9
776,5
777,7
778,5
779,7
780,7
781,8
782,9
783,6
784,5
785,5
786,1
787,4
788,9
789,9
790,9
791,1
792,4
793,9
794,5
795,1
796,0
797,5
798,7
799,4
800,9
801,1
802,9
803,5
804,5
805,5
806,5
807,1
808,5
809,2
810,0
811,1
812,1
813,4
814,4
815,4
816,8
817,4
818,0
819,1
820,1
821,0
822,0
823,1
824,0
825,9
826,9
827,1
828,9
829,0
830,8
831,9
832,8
833,9
834,7
835,3
836,9
837,9
838,5
839,2
840,9
841,4
842,5
843,8
844,1
845,8
846,0
847,7
848,5
849,1
850,1
851,9
852,6
853,2
854,8
855,1
856,7
857,9
858,0
859,6
860,9
861,9
862,1
863,2
864,8
865,0
866,5
867,1
868,9
869,1
870,4
871,4
872,8
873,5
874,9
875,4
876,5
877,5
878,1
879,0
880,8
881,4
882,5
883,9
884,9
885,5
886,0
887,3
888,9
889,1
890,9
891,1
892,8
893,3
894,1
895,1
896,1
897,4
898,0
899,1
900,9
901,0
902,0
903,1
904,5
905,9
906,1
907,1
908,1
909,1
910,7
911,1
912,1
913,0
914,4
915,9
916,9
917,9
918,1
919,9
920,5
921,8
922,3
923,3
924,2
925,4
926,9
927,8
928,8
929,8
930,1
931,9
932,9
933,8
934,1
935,5
936,1
937,9
938,0
939,9
940,0
941,3
942,5
943,1
944,8
945,1
946,1
947,5
948,1
949,4
950,8
951,4
952,8
953,8
954,0
955,1
956,9
957,4
958,9
959,9
960,8
961,4
962,9
963,8
964,0
965,5
966,9
967,1
968,0
969,9
970,1
971,9
972,9
973,9
974,1
975,1
976,1
977,1
978,4
979,1
980,9
981,8
982,4
983,1
984,5
985,9
986,1
987,3
988,9
989,1
990,1
991,1
992,4
993,1
994,9
995,9
996,4
997,5
998,1
999,5
1000,4
1001,1
1002,1
1003,5
1004,5
1005,5
1006,8
1007,9
1008,9
1009,5
1010,1
1011,9
1012,9
1013,6
1014,1
1015,1
1016,4
1017,8
1018,6
1019,1
1020,8
1021,1
1022,9
1023,0
1024,4
1025,4
1026,5
1027,5
1028,2
1029,9
1030,1
1031,6
1032,9
1033,9
1034,9
1035,8
1036,8
1037,4
1038,8
1039,5
1040,1
1041,9
1042,8
1043,4
1044,9
1045,9
1046,9
1047,8
1048,1
1049,9
1050,1
1051,9
1052,8
1053,4
1054,9
1055,1
1056,8
1057,9
1058,9
1059,0
1060,5
1061,4
1062,9
1063,1
1064,2
1065,2
1066,0
1067,4
1068,0
1069,0
1070,1
1071,0
1072,1
1073,8
1074,9
1075,1
1076,6
1077,7
1078,1
1079,9
1080,6
1081,2
1082,5
1083,0
1084,9
1085,9
1086,1
1087,9
1088,1
1089,9
1090,9
1091,9
1092,4
1093,1
1094,9
1095,4
1096,9
1097,8
1098,1
1099,1
1100,1
1101,1
1102,6
1103,6
1104,9
1105,8
1106,3
1107,9
1108,2
1109,5
1110,2
1111,1
1112,1
1113,5
1114,1
1115,1
1116,1
1117,1
1118,4
1119,5
1120,1
1121,0
1122,8
1123,9
1124,1
1125,4
1126,0
1127,0
1128,1
1129,9
1130,5
1131,0
1132,4
1133,0
1134,9
1135,9
1136,6
1137,9
1138,1
1139,4
1140,4
1141,9
1142,1
1143,9
1144,1
1145,0
1146,1
1147,0
1148,2
1149,6
1150,8
1151,1
1152,3
1153,5
1154,1
1155,9
1156,0
1157,4
1158,2
1159,9
1160,8
1161,9
1162,1
1163,8
1164,5
1165,4
1166,1
1167,0
1168,5
1169,1
1170,1
1171,9
1172,9
1173,1
1174,4
1175,5
1176,1
1177,8
1178,3
1179,1
1180,9
1181,9
1182,1
1183,3
1184,1
1185,5
1186,0
1187,8
1188,9
1189,5
1190,9
1191,8
1192,4
1193,5
1194,1
1195,9
1196,0
1197,1
1198,9
1199,0
1200,8
1201,5
1202,4
1203,4
1204,1
1205,9
1206,1
1207,3
1208,4
1209,4
1210,3
1211,0
1212,9
1213,4
1214,8
1215,9
1216,5
1217,1
1218,8
1219,8
1220,4
1221,8
1222,6
1223,0
1224,0
1225,4
1226,9
1227,1
1228,6
1229,1
1230,9
1231,1
1232,5
1233,3
1234,4
1235,9
1236,9
1237,1
1238,6
1239,9
1240,4
1241,1
1242,8
1243,1
1244,3
1245,9
1246,6
1247,0
1248,9
1249,9
1250,1
1251,4
1252,5
1253,0
1254,4
1255,7
1256,5
1257,9
1258,9
1259,8
1260,3
1261,9
1262,4
1263,2
1264,1
1265,9
1266,4
1267,7
1268,0
1269,0
1270,5
1271,9
1272,1
1273,6
1274,2
1275,1
1276,4
1277,1
1278,1
1279,5
1280,1
1281,1
1282,1
1283,1
1284,1
1285,0
1286,9
1287,6
1288,1
1289,8
1290,9
1291,9
1292,8
1293,2
1294,4
1295,9
1296,9
1297,1
1298,0
1299,4
1300,4
1301,9
1302,5
1303,6
1304,3
1305,1
1306,0
1307,8
1308,8
1309,1
1310,4
1311,8
1312,0
1313,9
1314,1
1315,8
1316,0
1317,9
1318,5
1319,8
1320,5
1321,1
1322,1
1323,1
1324,9
1325,5
1326,5
1327,5
1328,5
1329,9
1330,0
1331,3
1332,8
1333,5
1334,5
1335,0
1336,4
1337,8
1338,9
1339,0
1340,8
1341,1
1342,9
1343,9
1344,1
1345,5
1346,4
1347,9
1348,4
1349,6
1350,3
1351,6
1352,1
1353,0
1354,1
1355,1
1356,4
1357,5
1358,4
1359,9
1360,1
1361,9
1362,5
1363,1
1364,1
1365,9
1366,2
1367,5
1368,8
1369,8
1370,1
1371,9
1372,1
1373,4
1374,1
1375,9
1376,1
1377,0
1378,0
1379,9
1380,9
1381,8
1382,6
1383,5
1384,9
1385,1
1386,9
1387,5
1388,9
1389,8
1390,6
1391,4
1392,3
1393,2
1394,9
1395,9
1396,9
1397,9
1398,8
1399,9
1400,8
1401,9
1402,1
1403,1
1404,2
1405,5
1406,5
1407,0
1408,5
1409,0
1410,1
1411,4
1412,9
1413,5
1414,3
1415,9
1416,7
1417,1
1418,9
1419,1
1420,5
1421,1
1422,0
1423,5
1424,5
1425,0
1426,0
1427,0
1428,1
1429,9
1430,8
1431,1
1432,7
1433,4
1434,1
1435,4
1436,9
1437,9
1438,5
1439,7
1440,9
1441,1
1442,1
1443,4
1444,0
1445,9
1446,9
1447,7
1448,9
1449,3
1450,6
1451,5
1452,1
1453,4
1454,1
1455,8
1456,5
1457,1
1458,4
1459,7
1460,1
1461,9
1462,5
1463,3
1464,1
1465,9
1466,5
1467,8
1468,4
1469,5
1470,8
1471,9
1472,5
1473,9
1474,0
1475,8
1476,9
1477,8
1478,1
1479,4
1480,4
1481,9
1482,1
1483,8
1484,9
1485,5
1486,1
1487,9
1488,9
1489,3
1490,8
1491,8
1492,9
1493,1
1494,9
1495,1
1496,3
1497,5
1498,0
1499,1
1500,9
1501,9
1502,8
1503,4
1504,9
1505,1
1506,0
1507,8
1508,0
1509,4
1510,5
1511,4
1512,1
1513,5
1514,9
1515,5
1516,1
1517,1
1518,9
1519,3
1520,9
1521,1
1522,9
1523,1
1524,4
1525,9
1526,9
1527,9
1528,7
1529,0
1530,5
1531,9
1532,1
1533,2
1534,1
1535,1
1536,4
1537,9
1538,4
1539,3
1540,8
1541,9
1542,0
1543,1
1544,5
1545,1
1546,9
1547,2
1548,1
1549,5
1550,9
1551,5
1552,0
1553,4
1554,4
1555,1
1556,8
1557,0
1558,0
1559,1
